Sdate,Cosit,Study,Period,LaneNumber,LaneDescription,LaneDirection,DirectionDescription,Volume,Flags,Flag Text,Setup,#Bins,Bins,,,,,,,,,,,,,,,,
3/13/2019 10:00,000052525000,1,60,2,Northbound Lane 2,1,North,225,8192,Checked,37758,15,0,128,76,0,16,1,0,0,1,1,0,0,2,0,0,,
3/13/2019 10:00,000052525000,1,60,3,Southbound Lane 1,2,South,344,8192,Checked,37758,15,0,229,96,0,13,1,0,1,0,1,0,0,0,3,0,,
3/13/2019 10:00,000052525000,1,60,4,Southbound Lane 2,2,South,536,8192,Checked,37758,15,0,306,180,0,29,4,0,2,6,3,0,0,3,3,0,,
3/13/2019 11:00,000052525000,1,60,1,Northbound Lane 1,1,North,443,8192,Checked,37758,15,1,257,143,0,22,8,0,1,5,4,0,0,2,0,0,,
3/13/2019 11:00,000052525000,1,60,2,Northbound Lane 2,1,North,224,8192,Checked,37758,15,0,143,69,0,7,0,0,1,1,0,0,0,0,3,0,,
3/13/2019 11:00,000052525000,1,60,3,Southbound Lane 1,2,South,359,8192,Checked,37758,15,0,232,113,0,8,0,0,0,2,0,0,0,2,2,0,,
3/13/2019 11:00,000052525000,1,60,4,Southbound Lane 2,2,South,522,8192,Checked,37758,15,0,314,151,0,35,5,0,2,10,2,0,0,2,1,0,,
3/13/2019 12:00,000052525000,1,60,1,Northbound Lane 1,1,North,434,8192,Checked,37758,15,0,240,150,0,25,2,0,1,9,4,0,0,2,1,0,,
3/13/2019 12:00,000052525000,1,60,2,Northbound Lane 2,1,North,268,8192,Checked,37758,15,0,166,87,0,9,0,0,0,1,0,0,0,2,3,0,,
3/13/2019 12:00,000052525000,1,60,3,Southbound Lane 1,2,South,398,8192,Checked,37758,15,0,256,126,1,10,0,0,1,2,0,0,0,0,2,0,,
3/13/2019 12:00,000052525000,1,60,4,Southbound Lane 2,2,South,559,8192,Checked,37758,15,0,335,172,0,26,2,0,2,12,5,0,0,4,1,0,,
3/13/2019 13:00,000052525000,1,60,1,Northbound Lane 1,1,North,516,8192,Checked,37758,15,0,307,161,0,27,4,0,1,12,1,0,0,1,2,0,,
3/13/2019 13:00,000052525000,1,60,2,Northbound Lane 2,1,North,315,8192,Checked,37758,15,0,192,110,1,7,1,0,0,2,0,0,0,0,2,0,,
3/13/2019 13:00,000052525000,1,60,3,Southbound Lane 1,2,South,301,8192,Checked,37758,15,0,205,88,0,5,1,0,0,1,0,0,0,0,1,0,,
3/13/2019 13:00,000052525000,1,60,4,Southbound Lane 2,2,South,509,8192,Checked,37758,15,1,310,167,1,19,3,0,0,4,1,0,0,3,0,0,,
3/13/2019 14:00,000052525000,1,60,1,Northbound Lane 1,1,North,569,8192,Checked,37758,15,0,322,190,3,24,4,0,2,11,7,0,0,5,1,0,,
3/13/2019 14:00,000052525000,1,60,2,Northbound Lane 2,1,North,466,8192,Checked,37758,15,0,303,137,0,16,1,0,0,1,0,0,0,0,8,0,,
3/13/2019 14:00,000052525000,1,60,3,Southbound Lane 1,2,South,280,8192,Checked,37758,15,0,181,83,0,10,2,0,1,0,0,0,0,0,3,0,,
3/13/2019 14:00,000052525000,1,60,4,Southbound Lane 2,2,South,464,8192,Checked,37758,15,0,260,152,2,25,5,0,0,10,2,0,1,5,2,0,,
3/13/2019 15:00,000052525000,1,60,1,Northbound Lane 1,1,North,771,8192,Checked,37758,15,0,472,243,1,39,4,0,0,7,1,0,0,1,3,0,,
3/13/2019 15:00,000052525000,1,60,2,Northbound Lane 2,1,North,877,8192,Checked,37758,15,0,548,275,0,21,0,0,1,0,0,0,0,0,32,0,,
3/13/2019 15:00,000052525000,1,60,3,Southbound Lane 1,2,South,298,8192,Checked,37758,15,0,180,99,1,11,1,0,0,2,0,0,0,0,4,0,,
3/13/2019 15:00,000052525000,1,60,4,Southbound Lane 2,2,South,531,8192,Checked,37758,15,0,329,163,3,17,3,0,0,9,4,0,0,3,0,0,,
3/13/2019 16:00,000052525000,1,60,1,Northbound Lane 1,1,North,925,8192,Checked,37758,15,0,563,315,1,27,0,1,1,4,0,0,0,7,6,0,,
3/13/2019 16:00,000052525000,1,60,2,Northbound Lane 2,1,North,1277,8192,Checked,37758,15,0,824,372,0,31,1,0,3,1,1,0,0,0,44,0,,
3/13/2019 16:00,000052525000,1,60,3,Southbound Lane 1,2,South,293,8192,Checked,37758,15,0,192,89,0,10,0,0,0,0,0,0,0,0,2,0,,
3/13/2019 16:00,000052525000,1,60,4,Southbound Lane 2,2,South,490,8192,Checked,37758,15,1,281,165,1,18,7,0,0,8,5,0,0,2,2,0,,
3/13/2019 17:00,000052525000,1,60,1,Northbound Lane 1,1,North,917,8192,Checked,37758,15,0,602,261,3,31,0,0,0,6,4,0,0,2,8,0,,
3/13/2019 17:00,000052525000,1,60,2,Northbound Lane 2,1,North,1339,8192,Checked,37758,15,0,908,360,0,19,1,0,2,0,0,0,0,0,49,0,,
3/13/2019 17:00,000052525000,1,60,3,Southbound Lane 1,2,South,333,8192,Checked,37758,15,0,224,93,0,10,1,0,0,0,0,0,0,1,4,0,,
3/13/2019 17:00,000052525000,1,60,4,Southbound Lane 2,2,South,525,8192,Checked,37758,15,0,317,176,2,19,0,0,1,4,0,0,0,3,3,0,,
3/13/2019 18:00,000052525000,1,60,1,Northbound Lane 1,1,North,727,8192,Checked,37758,15,0,509,185,2,24,0,0,0,2,0,0,0,2,3,0,,
3/13/2019 18:00,000052525000,1,60,2,Northbound Lane 2,1,North,799,8192,Checked,37758,15,0,537,215,0,24,0,0,0,1,0,0,0,1,21,0,,
3/13/2019 18:00,000052525000,1,60,3,Southbound Lane 1,2,South,228,8192,Checked,37758,15,0,153,66,0,6,0,0,0,1,0,0,0,1,1,0,,
3/13/2019 18:00,000052525000,1,60,4,Southbound Lane 2,2,South,413,8192,Checked,37758,15,0,259,129,1,15,0,0,0,2,4,0,0,2,1,0,,
3/13/2019 19:00,000052525000,1,60,1,Northbound Lane 1,1,North,512,8192,Checked,37758,15,0,339,141,1,22,0,0,0,3,0,0,0,4,2,0,,
3/13/2019 19:00,000052525000,1,60,2,Northbound Lane 2,1,North,371,8192,Checked,37758,15,0,243,113,0,10,0,0,0,0,0,0,0,0,5,0,,
3/13/2019 19:00,000052525000,1,60,3,Southbound Lane 1,2,South,140,8192,Checked,37758,15,0,100,37,0,3,0,0,0,0,0,0,0,0,0,0,,
3/13/2019 19:00,000052525000,1,60,4,Southbound Lane 2,2,South,318,8192,Checked,37758,15,0,210,94,0,9,0,0,0,4,1,0,0,0,0,0,,
3/13/2019 20:00,000052525000,1,60,1,Northbound Lane 1,1,North,398,8192,Checked,37758,15,0,279,98,0,13,1,0,1,2,0,0,0,2,2,0,,
3/13/2019 20:00,000052525000,1,60,2,Northbound Lane 2,1,North,272,8192,Checked,37758,15,0,190,74,0,4,0,0,0,0,0,0,0,0,4,0,,
3/13/2019 20:00,000052525000,1,60,3,Southbound Lane 1,2,South,86,8192,Checked,37758,15,0,54,29,0,1,0,0,0,0,0,0,0,0,2,0,,
3/13/2019 20:00,000052525000,1,60,4,Southbound Lane 2,2,South,244,8192,Checked,37758,15,0,150,81,1,6,1,0,0,3,2,0,0,0,0,0,,
3/13/2019 21:00,000052525000,1,60,1,Northbound Lane 1,1,North,374,8192,Checked,37758,15,2,251,106,0,6,0,0,1,0,2,0,0,5,1,0,,
3/13/2019 21:00,000052525000,1,60,2,Northbound Lane 2,1,North,221,8192,Checked,37758,15,0,144,67,1,8,0,0,0,0,0,0,0,0,1,0,,
3/13/2019 21:00,000052525000,1,60,3,Southbound Lane 1,2,South,88,8192,Checked,37758,15,0,64,24,0,0,0,0,0,0,0,0,0,0,0,0,,
3/13/2019 21:00,000052525000,1,60,4,Southbound Lane 2,2,South,200,8192,Checked,37758,15,0,125,64,0,3,0,0,1,4,1,0,0,2,0,0,,
3/13/2019 22:00,000052525000,1,60,1,Northbound Lane 1,1,North,244,8192,Checked,37758,15,1,171,64,0,3,0,0,0,0,0,0,0,4,1,0,,
3/13/2019 22:00,000052525000,1,60,2,Northbound Lane 2,1,North,136,8192,Checked,37758,15,0,90,42,0,4,0,0,0,0,0,0,0,0,0,0,,
3/13/2019 22:00,000052525000,1,60,3,Southbound Lane 1,2,South,66,8192,Checked,37758,15,0,48,16,0,1,0,0,0,1,0,0,0,0,0,0,,
3/13/2019 22:00,000052525000,1,60,4,Southbound Lane 2,2,South,155,8192,Checked,37758,15,0,109,42,0,4,0,0,0,0,0,0,0,0,0,0,,
3/13/2019 23:00,000052525000,1,60,1,Northbound Lane 1,1,North,174,8192,Checked,37758,15,2,111,49,0,5,0,0,0,3,0,0,0,3,1,0,,
3/13/2019 23:00,000052525000,1,60,2,Northbound Lane 2,1,North,70,8192,Checked,37758,15,0,51,17,0,0,0,0,0,0,0,0,0,2,0,0,,
3/13/2019 23:00,000052525000,1,60,3,Southbound Lane 1,2,South,26,8192,Checked,37758,15,0,21,5,0,0,0,0,0,0,0,0,0,0,0,0,,
3/13/2019 23:00,000052525000,1,60,4,Southbound Lane 2,2,South,92,8192,Checked,37758,15,0,67,22,0,1,0,0,1,0,0,0,0,1,0,0,,
3/14/2019 0:00,000052525000,1,60,1,Northbound Lane 1,1,North,131,8192,Checked,37758,15,0,90,38,0,3,0,0,0,0,0,0,0,0,0,0,,
3/14/2019 0:00,000052525000,1,60,2,Northbound Lane 2,1,North,64,8192,Checked,37758,15,0,51,12,0,1,0,0,0,0,0,0,0,0,0,0,,
3/14/2019 0:00,000052525000,1,60,3,Southbound Lane 1,2,South,16,8192,Checked,37758,15,0,11,5,0,0,0,0,0,0,0,0,0,0,0,0,,
3/14/2019 0:00,000052525000,1,60,4,Southbound Lane 2,2,South,54,8192,Checked,37758,15,0,34,10,0,4,0,0,0,2,0,0,0,2,2,0,,
3/14/2019 1:00,000052525000,1,60,1,Northbound Lane 1,1,North,89,8192,Checked,37758,15,0,68,18,0,0,0,0,0,2,0,0,0,1,0,0,,
3/14/2019 1:00,000052525000,1,60,2,Northbound Lane 2,1,North,28,8192,Checked,37758,15,0,16,11,0,1,0,0,0,0,0,0,0,0,0,0,,
3/14/2019 1:00,000052525000,1,60,3,Southbound Lane 1,2,South,10,8192,Checked,37758,15,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,,
3/14/2019 1:00,000052525000,1,60,4,Southbound Lane 2,2,South,43,8192,Checked,37758,15,0,20,14,0,1,0,0,0,2,1,0,0,3,2,0,,
3/14/2019 2:00,000052525000,1,60,1,Northbound Lane 1,1,North,46,8192,Checked,37758,15,0,32,13,0,0,1,0,0,0,0,0,0,0,0,0,,
3/14/2019 2:00,000052525000,1,60,2,Northbound Lane 2,1,North,22,8192,Checked,37758,15,0,14,7,0,1,0,0,0,0,0,0,0,0,0,0,,
3/14/2019 2:00,000052525000,1,60,3,Southbound Lane 1,2,South,4,8192,Checked,37758,15,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,,
3/14/2019 2:00,000052525000,1,60,4,Southbound Lane 2,2,South,37,8192,Checked,37758,15,0,24,8,0,2,1,0,1,1,0,0,0,0,0,0,,
3/14/2019 3:00,000052525000,1,60,1,Northbound Lane 1,1,North,41,8192,Checked,37758,15,0,29,6,0,2,2,0,0,2,0,0,0,0,0,0,,
3/14/2019 3:00,000052525000,1,60,2,Northbound Lane 2,1,North,19,8192,Checked,37758,15,0,9,8,0,0,0,0,0,1,0,0,0,1,0,0,,
3/14/2019 3:00,000052525000,1,60,3,Southbound Lane 1,2,South,23,8192,Checked,37758,15,0,17,6,0,0,0,0,0,0,0,0,0,0,0,0,,
3/14/2019 3:00,000052525000,1,60,4,Southbound Lane 2,2,South,85,8192,Checked,37758,15,0,57,19,0,2,1,0,0,3,0,0,0,3,0,0,,
3/14/2019 4:00,000052525000,1,60,1,Northbound Lane 1,1,North,46,8192,Checked,37758,15,0,24,10,0,2,1,0,0,7,1,0,0,1,0,0,,
3/14/2019 4:00,000052525000,1,60,2,Northbound Lane 2,1,North,11,8192,Checked,37758,15,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,,
3/14/2019 4:00,000052525000,1,60,3,Southbound Lane 1,2,South,107,8192,Checked,37758,15,0,67,35,0,3,0,0,1,0,0,0,0,1,0,0,,
3/14/2019 4:00,000052525000,1,60,4,Southbound Lane 2,2,South,246,8192,Checked,37758,15,0,156,72,0,13,0,0,0,2,1,0,0,2,0,0,,
3/14/2019 5:00,000052525000,1,60,1,Northbound Lane 1,1,North,72,8192,Checked,37758,15,0,37,21,0,5,1,0,0,2,1,0,0,5,0,0,,
3/14/2019 5:00,000052525000,1,60,2,Northbound Lane 2,1,North,19,8192,Checked,37758,15,0,13,6,0,0,0,0,0,0,0,0,0,0,0,0,,
3/14/2019 5:00,000052525000,1,60,3,Southbound Lane 1,2,South,631,8192,Checked,37758,15,0,385,208,1,26,0,0,0,0,0,0,0,0,11,0,,
3/14/2019 5:00,000052525000,1,60,4,Southbound Lane 2,2,South,605,8192,Checked,37758,15,0,374,203,1,21,2,0,0,2,0,0,0,1,1,0,,
3/14/2019 6:00,000052525000,1,60,1,Northbound Lane 1,1,North,189,8192,Checked,37758,15,0,100,67,1,13,2,0,0,3,2,0,0,1,0,0,,
3/14/2019 6:00,000052525000,1,60,2,Northbound Lane 2,1,North,80,8192,Checked,37758,15,0,50,27,0,2,0,0,0,1,0,0,0,0,0,0,,
3/14/2019 6:00,000052525000,1,60,3,Southbound Lane 1,2,South,1330,8192,Checked,37758,15,0,904,353,0,34,0,0,4,0,0,0,0,0,35,0,,
3/14/2019 6:00,000052525000,1,60,4,Southbound Lane 2,2,South,799,8192,Checked,37758,15,1,515,231,1,28,2,0,0,9,3,0,0,3,6,0,,
3/14/2019 7:00,000052525000,1,60,1,Northbound Lane 1,1,North,311,8192,Checked,37758,15,0,198,88,1,11,6,0,0,5,0,0,0,1,1,0,,
3/14/2019 7:00,000052525000,1,60,2,Northbound Lane 2,1,North,170,8192,Checked,37758,15,0,119,43,0,8,0,0,0,0,0,0,0,0,0,0,,
3/14/2019 7:00,000052525000,1,60,3,Southbound Lane 1,2,South,978,8192,Checked,37758,15,0,692,249,0,17,1,0,0,0,0,0,0,0,19,0,,
3/14/2019 7:00,000052525000,1,60,4,Southbound Lane 2,2,South,711,8192,Checked,37758,15,0,461,216,1,25,0,0,0,3,2,0,0,1,2,0,,
3/14/2019 8:00,000052525000,1,60,1,Northbound Lane 1,1,North,376,8192,Checked,37758,15,0,183,142,2,22,4,0,4,5,8,0,0,2,4,0,,
3/14/2019 8:00,000052525000,1,60,2,Northbound Lane 2,1,North,189,8192,Checked,37758,15,0,122,61,0,6,0,0,0,0,0,0,0,0,0,0,,
3/14/2019 8:00,000052525000,1,60,3,Southbound Lane 1,2,South,574,8192,Checked,37758,15,0,382,168,0,10,1,0,0,1,0,0,0,0,12,0,,
3/14/2019 8:00,000052525000,1,60,4,Southbound Lane 2,2,South,646,8192,Checked,37758,15,1,394,199,2,35,3,0,0,5,4,0,0,2,1,0,,
3/14/2019 9:00,000052525000,1,60,1,Northbound Lane 1,1,North,383,8192,Checked,37758,15,0,184,130,2,33,6,0,3,13,4,0,0,7,1,0,,
3/14/2019 9:00,000052525000,1,60,2,Northbound Lane 2,1,North,174,8192,Checked,37758,15,0,113,57,0,4,0,0,0,0,0,0,0,0,0,0,,
3/14/2019 9:00,000052525000,1,60,3,Southbound Lane 1,2,South,435,8192,Checked,37758,15,0,290,129,0,6,0,0,1,1,0,0,0,0,8,0,,
3/14/2019 9:00,000052525000,1,60,4,Southbound Lane 2,2,South,592,8192,Checked,37758,15,0,350,201,0,24,4,0,0,8,1,0,0,2,2,0,,
3/14/2019 10:00,000052525000,1,60,1,Northbound Lane 1,1,North,360,8192,Checked,37758,15,0,193,114,0,27,5,0,3,16,1,0,0,1,0,0,,
3/14/2019 10:00,000052525000,1,60,2,Northbound Lane 2,1,North,200,8192,Checked,37758,15,0,132,55,0,5,1,0,0,3,0,0,0,1,3,0,,
3/14/2019 10:00,000052525000,1,60,3,Southbound Lane 1,2,South,430,8192,Checked,37758,15,0,259,137,0,20,2,0,1,5,1,0,0,1,4,0,,
3/14/2019 10:00,000052525000,1,60,4,Southbound Lane 2,2,South,473,8192,Checked,37758,15,0,276,147,0,23,7,0,2,7,3,0,0,6,2,0,,
3/14/2019 11:00,000052525000,1,60,1,Northbound Lane 1,1,North,460,8192,Checked,37758,15,1,245,170,0,22,3,0,1,7,3,0,0,5,3,0,,
3/14/2019 11:00,000052525000,1,60,2,Northbound Lane 2,1,North,231,8192,Checked,37758,15,0,141,75,0,11,0,0,1,1,0,0,0,0,2,0,,
3/14/2019 11:00,000052525000,1,60,3,Southbound Lane 1,2,South,409,8192,Checked,37758,15,0,260,131,0,12,0,0,1,3,1,0,0,0,1,0,,
3/14/2019 11:00,000052525000,1,60,4,Southbound Lane 2,2,South,523,8192,Checked,37758,15,0,299,185,0,22,1,0,3,10,1,0,0,1,1,0,,
3/14/2019 12:00,000052525000,1,60,1,Northbound Lane 1,1,North,521,8192,Checked,37758,15,0,279,173,1,35,3,0,0,18,4,0,0,4,4,0,,
3/14/2019 12:00,000052525000,1,60,2,Northbound Lane 2,1,North,322,8192,Checked,37758,15,0,199,107,0,8,0,0,0,0,1,0,0,1,6,0,,
3/14/2019 12:00,000052525000,1,60,3,Southbound Lane 1,2,South,337,8192,Checked,37758,15,0,221,102,0,10,0,0,0,0,0,0,0,2,2,0,,
3/14/2019 12:00,000052525000,1,60,4,Southbound Lane 2,2,South,556,8192,Checked,37758,15,0,333,169,1,36,1,0,1,8,2,0,0,3,2,0,,
3/14/2019 13:00,000052525000,1,60,1,Northbound Lane 1,1,North,546,8192,Checked,37758,15,0,305,185,1,35,3,0,0,10,3,0,0,3,1,0,,
3/14/2019 13:00,000052525000,1,60,2,Northbound Lane 2,1,North,375,8192,Checked,37758,15,0,242,119,0,9,0,0,0,1,1,0,0,0,3,0,,
3/14/2019 13:00,000052525000,1,60,3,Southbound Lane 1,2,South,325,8192,Checked,37758,15,1,201,101,0,15,0,0,2,2,0,0,0,2,1,0,,
3/14/2019 13:00,000052525000,1,60,4,Southbound Lane 2,2,South,530,8192,Checked,37758,15,0,292,182,1,25,5,0,2,7,4,0,0,5,7,0,,
3/14/2019 14:00,000052525000,1,60,1,Northbound Lane 1,1,North,603,8192,Checked,37758,15,0,353,200,2,28,1,0,0,12,3,0,0,2,2,0,,
3/14/2019 14:00,000052525000,1,60,2,Northbound Lane 2,1,North,473,8192,Checked,37758,15,0,305,152,0,9,0,0,0,1,1,0,0,0,5,0,,
3/14/2019 14:00,000052525000,1,60,3,Southbound Lane 1,2,South,309,8192,Checked,37758,15,0,215,81,0,7,0,0,1,0,0,0,0,2,3,0,,
3/14/2019 14:00,000052525000,1,60,4,Southbound Lane 2,2,South,529,8192,Checked,37758,15,0,317,150,3,31,4,0,0,14,3,0,1,4,2,0,,
3/14/2019 15:00,000052525000,1,60,1,Northbound Lane 1,1,North,757,8192,Checked,37758,15,0,451,262,1,30,2,0,2,4,1,0,0,1,3,0,,
3/14/2019 15:00,000052525000,1,60,2,Northbound Lane 2,1,North,812,8192,Checked,37758,15,0,516,258,0,25,0,0,1,0,0,0,0,0,12,0,,
3/14/2019 15:00,000052525000,1,60,3,Southbound Lane 1,2,South,292,8192,Checked,37758,15,0,186,93,2,7,0,0,0,1,0,0,0,0,3,0,,
3/14/2019 15:00,000052525000,1,60,4,Southbound Lane 2,2,South,537,8192,Checked,37758,15,0,307,184,0,26,0,0,2,11,2,0,0,2,3,0,,
3/14/2019 16:00,000052525000,1,60,1,Northbound Lane 1,1,North,903,8192,Checked,37758,15,0,572,279,1,27,3,0,0,8,4,0,0,4,5,0,,
3/14/2019 16:00,000052525000,1,60,2,Northbound Lane 2,1,North,1256,8192,Checked,37758,15,0,843,358,0,19,0,0,3,0,0,0,0,0,33,0,,
3/14/2019 16:00,000052525000,1,60,3,Southbound Lane 1,2,South,334,8192,Checked,37758,15,0,214,105,0,10,0,0,0,0,0,0,0,2,3,0,,
3/14/2019 16:00,000052525000,1,60,4,Southbound Lane 2,2,South,552,8192,Checked,37758,15,0,341,178,2,10,4,0,0,7,2,0,0,5,3,0,,
3/14/2019 17:00,000052525000,1,60,1,Northbound Lane 1,1,North,933,8192,Checked,37758,15,0,596,287,2,31,4,0,1,4,2,0,0,1,5,0,,
3/14/2019 17:00,000052525000,1,60,2,Northbound Lane 2,1,North,1417,8192,Checked,37758,15,0,960,389,1,25,0,0,1,1,0,0,0,0,40,0,,
3/14/2019 17:00,000052525000,1,60,3,Southbound Lane 1,2,South,318,8192,Checked,37758,15,0,212,93,0,9,1,0,1,0,0,0,0,0,2,0,,
3/14/2019 17:00,000052525000,1,60,4,Southbound Lane 2,2,South,513,8192,Checked,37758,15,1,310,170,3,16,3,0,1,3,0,0,0,3,3,0,,
3/14/2019 18:00,000052525000,1,60,1,Northbound Lane 1,1,North,758,8192,Checked,37758,15,0,515,210,1,23,1,0,0,3,0,0,0,0,5,0,,
3/14/2019 18:00,000052525000,1,60,2,Northbound Lane 2,1,North,818,8192,Checked,37758,15,0,548,225,0,19,0,0,0,1,0,0,0,1,24,0,,
3/14/2019 18:00,000052525000,1,60,3,Southbound Lane 1,2,South,248,8192,Checked,37758,15,0,163,74,0,8,0,0,0,1,0,0,0,0,2,0,,
3/14/2019 18:00,000052525000,1,60,4,Southbound Lane 2,2,South,423,8192,Checked,37758,15,0,277,117,0,16,1,0,0,5,3,0,0,3,1,0,,
3/14/2019 19:00,000052525000,1,60,1,Northbound Lane 1,1,North,556,8192,Checked,37758,15,0,372,169,1,8,0,0,0,2,0,0,0,2,2,0,,
3/14/2019 19:00,000052525000,1,60,2,Northbound Lane 2,1,North,420,8192,Checked,37758,15,0,289,122,0,5,0,0,0,1,0,0,0,1,2,0,,
3/14/2019 19:00,000052525000,1,60,3,Southbound Lane 1,2,South,139,8192,Checked,37758,15,0,86,46,0,6,0,0,0,0,0,0,0,0,1,0,,
3/14/2019 19:00,000052525000,1,60,4,Southbound Lane 2,2,South,318,8192,Checked,37758,15,0,209,90,1,12,1,0,0,4,0,0,0,0,1,0,,
3/14/2019 20:00,000052525000,1,60,1,Northbound Lane 1,1,North,428,8192,Checked,37758,15,0,282,124,0,13,0,0,0,1,0,0,0,6,2,0,,
3/14/2019 20:00,000052525000,1,60,2,Northbound Lane 2,1,North,283,8192,Checked,37758,15,0,198,80,0,5,0,0,0,0,0,0,0,0,0,0,,
3/14/2019 20:00,000052525000,1,60,3,Southbound Lane 1,2,South,105,8192,Checked,37758,15,0,68,36,0,1,0,0,0,0,0,0,0,0,0,0,,
3/14/2019 20:00,000052525000,1,60,4,Southbound Lane 2,2,South,251,8192,Checked,37758,15,0,162,82,0,3,1,0,0,1,0,0,0,2,0,0,,
3/14/2019 21:00,000052525000,1,60,1,Northbound Lane 1,1,North,340,8192,Checked,37758,15,0,218,107,0,7,3,0,1,0,1,0,0,2,1,0,,
3/14/2019 21:00,000052525000,1,60,2,Northbound Lane 2,1,North,197,8192,Checked,37758,15,0,136,54,0,4,0,0,1,1,0,0,0,0,1,0,,
3/14/2019 21:00,000052525000,1,60,3,Southbound Lane 1,2,South,108,8192,Checked,37758,15,0,76,28,0,3,0,0,0,0,0,0,0,1,0,0,,
3/14/2019 21:00,000052525000,1,60,4,Southbound Lane 2,2,South,235,8192,Checked,37758,15,0,167,57,0,7,1,0,0,1,0,0,0,0,2,0,,
3/14/2019 22:00,000052525000,1,60,1,Northbound Lane 1,1,North,272,8192,Checked,37758,15,1,188,66,0,13,0,0,0,0,1,0,0,3,0,0,,
3/14/2019 22:00,000052525000,1,60,2,Northbound Lane 2,1,North,166,8192,Checked,37758,15,0,125,38,0,3,0,0,0,0,0,0,0,0,0,0,,
3/14/2019 22:00,000052525000,1,60,3,Southbound Lane 1,2,South,56,8192,Checked,37758,15,0,45,9,0,2,0,0,0,0,0,0,0,0,0,0,,
3/14/2019 22:00,000052525000,1,60,4,Southbound Lane 2,2,South,164,8192,Checked,37758,15,1,112,40,0,6,0,0,1,1,0,0,0,1,2,0,,
3/14/2019 23:00,000052525000,1,60,1,Northbound Lane 1,1,North,172,8192,Checked,37758,15,0,110,54,1,2,0,0,0,1,0,0,0,3,1,0,,
3/14/2019 23:00,000052525000,1,60,2,Northbound Lane 2,1,North,73,8192,Checked,37758,15,0,54,19,0,0,0,0,0,0,0,0,0,0,0,0,,
3/14/2019 23:00,000052525000,1,60,3,Southbound Lane 1,2,South,31,8192,Checked,37758,15,0,22,8,0,1,0,0,0,0,0,0,0,0,0,0,,
3/14/2019 23:00,000052525000,1,60,4,Southbound Lane 2,2,South,90,8192,Checked,37758,15,0,60,26,0,3,0,0,0,0,1,0,0,0,0,0,,
3/15/2019 0:00,000052525000,1,60,1,Northbound Lane 1,1,North,121,8192,Checked,37758,15,0,79,39,0,1,0,0,0,1,1,0,0,0,0,0,,
3/15/2019 0:00,000052525000,1,60,2,Northbound Lane 2,1,North,61,8192,Checked,37758,15,0,46,11,0,4,0,0,0,0,0,0,0,0,0,0,,
3/15/2019 0:00,000052525000,1,60,3,Southbound Lane 1,2,South,17,8192,Checked,37758,15,0,12,4,0,1,0,0,0,0,0,0,0,0,0,0,,
3/15/2019 0:00,000052525000,1,60,4,Southbound Lane 2,2,South,63,8192,Checked,37758,15,0,34,21,0,3,0,0,0,2,0,0,0,2,1,0,,
3/15/2019 1:00,000052525000,1,60,1,Northbound Lane 1,1,North,101,8192,Checked,37758,15,0,60,30,0,2,0,0,0,1,0,0,0,5,3,0,,
3/15/2019 1:00,000052525000,1,60,2,Northbound Lane 2,1,North,55,8192,Checked,37758,15,0,44,10,0,0,0,0,0,0,0,0,0,1,0,0,,
3/15/2019 1:00,000052525000,1,60,3,Southbound Lane 1,2,South,4,8192,Checked,37758,15,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,
3/15/2019 1:00,000052525000,1,60,4,Southbound Lane 2,2,South,43,8192,Checked,37758,15,0,21,17,0,0,0,0,1,1,1,0,0,2,0,0,,
3/15/2019 2:00,000052525000,1,60,1,Northbound Lane 1,1,North,45,8192,Checked,37758,15,0,26,14,0,3,0,0,0,1,1,0,0,0,0,0,,
3/15/2019 2:00,000052525000,1,60,2,Northbound Lane 2,1,North,19,8192,Checked,37758,15,0,16,3,0,0,0,0,0,0,0,0,0,0,0,0,,
3/15/2019 2:00,000052525000,1,60,3,Southbound Lane 1,2,South,12,8192,Checked,37758,15,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,,
3/15/2019 2:00,000052525000,1,60,4,Southbound Lane 2,2,South,30,8192,Checked,37758,15,0,14,13,0,1,0,0,0,1,0,0,0,0,1,0,,
3/15/2019 3:00,000052525000,1,60,1,Northbound Lane 1,1,North,58,8192,Checked,37758,15,0,35,18,0,1,1,0,0,2,0,0,0,1,0,0,,
3/15/2019 3:00,000052525000,1,60,2,Northbound Lane 2,1,North,14,8192,Checked,37758,15,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,,
3/15/2019 3:00,000052525000,1,60,3,Southbound Lane 1,2,South,25,8192,Checked,37758,15,0,17,8,0,0,0,0,0,0,0,0,0,0,0,0,,
3/15/2019 3:00,000052525000,1,60,4,Southbound Lane 2,2,South,75,8192,Checked,37758,15,0,47,22,0,1,0,0,1,3,1,0,0,0,0,0,,
3/15/2019 4:00,000052525000,1,60,1,Northbound Lane 1,1,North,39,8192,Checked,37758,15,0,19,11,0,1,0,0,0,4,0,0,0,3,1,0,,
3/15/2019 4:00,000052525000,1,60,2,Northbound Lane 2,1,North,6,8192,Checked,37758,15,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,,
